Game Reference,Series
202009120LAL,Western Conference Semifinals
202008170BOS,Eastern Conference First Round
202008190BOS,Eastern Conference First Round
202008210PHI,Eastern Conference First Round
202008230PHI,Eastern Conference First Round
202008180IND,Eastern Conference First Round
202008200IND,Eastern Conference First Round
202008220MIA,Eastern Conference First Round
202008240MIA,Eastern Conference First Round
202008180MIL,Eastern Conference First Round
202008200MIL,Eastern Conference First Round
202008220ORL,Eastern Conference First Round
202008240ORL,Eastern Conference First Round
202008290MIL,Eastern Conference First Round
202008170TOR,Eastern Conference First Round
202008190TOR,Eastern Conference First Round
202008210BRK,Eastern Conference First Round
202008230BRK,Eastern Conference First Round
202008170DEN,Western Conference First Round
202008190DEN,Western Conference First Round
202008210UTA,Western Conference First Round
202008230UTA,Western Conference First Round
202008250DEN,Western Conference First Round
202008300UTA,Western Conference First Round
202009010DEN,Western Conference First Round
202008180HOU,Western Conference First Round
202008200HOU,Western Conference First Round
202008220OKC,Western Conference First Round
202008240OKC,Western Conference First Round
202008290HOU,Western Conference First Round
202008310OKC,Western Conference First Round
202009020HOU,Western Conference First Round
202008170LAC,Western Conference First Round
202008190LAC,Western Conference First Round
202008210DAL,Western Conference First Round
202008230DAL,Western Conference First Round
202008250LAC,Western Conference First Round
202008300DAL,Western Conference First Round
202008180LAL,Western Conference First Round
202008200LAL,Western Conference First Round
202008220POR,Western Conference First Round
202008240POR,Western Conference First Round
202008290LAL,Western Conference First Round
202107060PHO,Finals
202107080PHO,Finals
202107110MIL,Finals
202107140MIL,Finals
202107170PHO,Finals
202107200MIL,Finals
202106230MIL,Eastern Conference Finals
202106250MIL,Eastern Conference Finals
202106270ATL,Eastern Conference Finals
202106290ATL,Eastern Conference Finals
202107010MIL,Eastern Conference Finals
202107030ATL,Eastern Conference Finals
202106200PHO,Western Conference Finals
202106220PHO,Western Conference Finals
202106240LAC,Western Conference Finals
202106260LAC,Western Conference Finals
202106280PHO,Western Conference Finals
202106300LAC,Western Conference Finals
202106060PHI,Eastern Conference Semifinals
202106080PHI,Eastern Conference Semifinals
202106110ATL,Eastern Conference Semifinals
202106140ATL,Eastern Conference Semifinals
202106160PHI,Eastern Conference Semifinals
202106180ATL,Eastern Conference Semifinals
202106200PHI,Eastern Conference Semifinals
202106050BRK,Eastern Conference Semifinals
202106070BRK,Eastern Conference Semifinals
202106100MIL,Eastern Conference Semifinals
202106130MIL,Eastern Conference Semifinals
202106150BRK,Eastern Conference Semifinals
202106170MIL,Eastern Conference Semifinals
202106190BRK,Eastern Conference Semifinals
202106080UTA,Western Conference Semifinals
202106100UTA,Western Conference Semifinals
202106120LAC,Western Conference Semifinals
202106140LAC,Western Conference Semifinals
202106160UTA,Western Conference Semifinals
202106180LAC,Western Conference Semifinals
202106070PHO,Western Conference Semifinals
202106090PHO,Western Conference Semifinals
202106110DEN,Western Conference Semifinals
202106130DEN,Western Conference Semifinals
202105230NYK,Eastern Conference First Round
202105260NYK,Eastern Conference First Round
202105280ATL,Eastern Conference First Round
202105300ATL,Eastern Conference First Round
202106020NYK,Eastern Conference First Round
202105220BRK,Eastern Conference First Round
202105250BRK,Eastern Conference First Round
202105280BOS,Eastern Conference First Round
202105300BOS,Eastern Conference First Round
202106010BRK,Eastern Conference First Round
202105220MIL,Eastern Conference First Round
202105240MIL,Eastern Conference First Round
202105270MIA,Eastern Conference First Round
202105290MIA,Eastern Conference First Round
202105230PHI,Eastern Conference First Round
202105260PHI,Eastern Conference First Round
202105290WAS,Eastern Conference First Round
202105310WAS,Eastern Conference First Round
202106020PHI,Eastern Conference First Round
202105220DEN,Western Conference First Round
202105240DEN,Western Conference First Round
202105270POR,Western Conference First Round
202105290POR,Western Conference First Round
202106010DEN,Western Conference First Round
202106030POR,Western Conference First Round
202105220LAC,Western Conference First Round
202105250LAC,Western Conference First Round
202105280DAL,Western Conference First Round
202105300DAL,Western Conference First Round
202106020LAC,Western Conference First Round
202106040DAL,Western Conference First Round
202106060LAC,Western Conference First Round
202105230PHO,Western Conference First Round
202105250PHO,Western Conference First Round
202105270LAL,Western Conference First Round
202105300LAL,Western Conference First Round
202106010PHO,Western Conference First Round
202106030LAL,Western Conference First Round
202105230UTA,Western Conference First Round
202105260UTA,Western Conference First Round
202105290MEM,Western Conference First Round
202105310MEM,Western Conference First Round
202106020UTA,Western Conference First Round
202206020GSW,Finals
202206050GSW,Finals
202206080BOS,Finals
202206100BOS,Finals
202206130GSW,Finals
202206160BOS,Finals
202205170MIA,Eastern Conference Finals
202205190MIA,Eastern Conference Finals
202205210BOS,Eastern Conference Finals
202205230BOS,Eastern Conference Finals
202205250MIA,Eastern Conference Finals
202205270BOS,Eastern Conference Finals
202205290MIA,Eastern Conference Finals
202205180GSW,Western Conference Finals
202205200GSW,Western Conference Finals
202205220DAL,Western Conference Finals
202205240DAL,Western Conference Finals
202205260GSW,Western Conference Finals
202205010BOS,Eastern Conference Semifinals
202205030BOS,Eastern Conference Semifinals
202205070MIL,Eastern Conference Semifinals
202205090MIL,Eastern Conference Semifinals
202205110BOS,Eastern Conference Semifinals
202205130MIL,Eastern Conference Semifinals
202205150BOS,Eastern Conference Semifinals
202205020MIA,Eastern Conference Semifinals
202205040MIA,Eastern Conference Semifinals
202205060PHI,Eastern Conference Semifinals
202205080PHI,Eastern Conference Semifinals
202205100MIA,Eastern Conference Semifinals
202205120PHI,Eastern Conference Semifinals
202205020PHO,Western Conference Semifinals
202205040PHO,Western Conference Semifinals
202205060DAL,Western Conference Semifinals
202205080DAL,Western Conference Semifinals
202205100PHO,Western Conference Semifinals
202205120DAL,Western Conference Semifinals
202205150PHO,Western Conference Semifinals
202205010MEM,Western Conference Semifinals
202205030MEM,Western Conference Semifinals
202205070GSW,Western Conference Semifinals
202205090GSW,Western Conference Semifinals
202205110MEM,Western Conference Semifinals
202205130GSW,Western Conference Semifinals
202204170BOS,Eastern Conference First Round
202204200BOS,Eastern Conference First Round
202204230BRK,Eastern Conference First Round
202204250BRK,Eastern Conference First Round
202204170MIA,Eastern Conference First Round
202204190MIA,Eastern Conference First Round
202204220ATL,Eastern Conference First Round
202204240ATL,Eastern Conference First Round
202204260MIA,Eastern Conference First Round
202204170MIL,Eastern Conference First Round
202204200MIL,Eastern Conference First Round
202204220CHI,Eastern Conference First Round
202204240CHI,Eastern Conference First Round
202204270MIL,Eastern Conference First Round
202204160PHI,Eastern Conference First Round
202204180PHI,Eastern Conference First Round
202204200TOR,Eastern Conference First Round
202204230TOR,Eastern Conference First Round
202204250PHI,Eastern Conference First Round
202204280TOR,Eastern Conference First Round
202204160DAL,Western Conference First Round
202204180DAL,Western Conference First Round
202204210UTA,Western Conference First Round
202204230UTA,Western Conference First Round
202204250DAL,Western Conference First Round
202204280UTA,Western Conference First Round
202204160GSW,Western Conference First Round
202204180GSW,Western Conference First Round
202204210DEN,Western Conference First Round
202204240DEN,Western Conference First Round
202204270GSW,Western Conference First Round
202204160MEM,Western Conference First Round
202204190MEM,Western Conference First Round
202204210MIN,Western Conference First Round
202204230MIN,Western Conference First Round
202204260MEM,Western Conference First Round
202204290MIN,Western Conference First Round
202204170PHO,Western Conference First Round
202204190PHO,Western Conference First Round
202204220NOP,Western Conference First Round
202204240NOP,Western Conference First Round
202204260PHO,Western Conference First Round
202204280NOP,Western Conference First Round
202306010DEN,Finals
202306040DEN,Finals
202306070MIA,Finals
202306090MIA,Finals
202306120DEN,Finals
202305170BOS,Eastern Conference Finals
202305190BOS,Eastern Conference Finals
202305210MIA,Eastern Conference Finals
202305230MIA,Eastern Conference Finals
202305250BOS,Eastern Conference Finals
202305270MIA,Eastern Conference Finals
202305290BOS,Eastern Conference Finals
202305160DEN,Western Conference Finals
202305180DEN,Western Conference Finals
202305200LAL,Western Conference Finals
202305220LAL,Western Conference Finals
202305010BOS,Eastern Conference Semifinals
202305030BOS,Eastern Conference Semifinals
202305050PHI,Eastern Conference Semifinals
202305070PHI,Eastern Conference Semifinals
202305090BOS,Eastern Conference Semifinals
202305110PHI,Eastern Conference Semifinals
202305140BOS,Eastern Conference Semifinals
202304300NYK,Eastern Conference Semifinals
202305020NYK,Eastern Conference Semifinals
202305060MIA,Eastern Conference Semifinals
202305080MIA,Eastern Conference Semifinals
202305100NYK,Eastern Conference Semifinals
202305120MIA,Eastern Conference Semifinals
202304290DEN,Western Conference Semifinals
202305010DEN,Western Conference Semifinals
202305050PHO,Western Conference Semifinals
202305070PHO,Western Conference Semifinals
202305090DEN,Western Conference Semifinals
202305110PHO,Western Conference Semifinals
202305020GSW,Western Conference Semifinals
202305040GSW,Western Conference Semifinals
202305060LAL,Western Conference Semifinals
202305080LAL,Western Conference Semifinals
202305100GSW,Western Conference Semifinals
202305120LAL,Western Conference Semifinals
202304150BOS,Eastern Conference First Round
202304180BOS,Eastern Conference First Round
202304210ATL,Eastern Conference First Round
202304230ATL,Eastern Conference First Round
202304250BOS,Eastern Conference First Round
202304270ATL,Eastern Conference First Round
202304160MIL,Eastern Conference First Round
202304190MIL,Eastern Conference First Round
202304220MIA,Eastern Conference First Round
202304240MIA,Eastern Conference First Round
